ProductID,Date,Zip,Units,Revenue,Country
2235,15-Jan-99,8650,1,65.57,Mexico
837,15-Feb-99,8650,1,839.95,Mexico
491,15-Feb-99,8650,1,815.33,Mexico
426,31-May-02,8650,1,843.15,Mexico
400,06-Jun-02,8650,1,734.74,Mexico
1131,15-Feb-99,8650,1,419.95,Mexico
2277,15-Mar-99,8650,1,251.95,Mexico
491,15-Mar-99,8650,1,815.33,Mexico
467,08-Jun-02,8650,1,900.64,Mexico
565,12-Apr-03,2000,1,890.66,Mexico
604,12-Apr-03,2000,1,494.81,Mexico
940,15-Mar-99,2000,1,687.7,Mexico
2277,15-Jan-99,8640,1,251.95,Mexico
739,15-Jan-99,2008,1,170.57,Mexico
2188,15-Jan-99,2008,1,233.57,Mexico
1894,15-Jan-99,2008,1,682.24,Mexico
757,11-Apr-03,2008,1,73.45,Mexico
758,11-Apr-03,2008,1,73.45,Mexico
2373,15-Mar-99,2008,1,551.2,Mexico
606,15-Jan-99,8830,1,314.74,Mexico
2082,10-Apr-03,8830,1,335.95,Mexico
2284,15-Feb-99,8830,1,293.95,Mexico
2055,03-Jun-02,2009,1,569.57,Mexico
396,15-Mar-99,2009,1,857.06,Mexico
658,15-Jan-99,9130,1,902.74,Mexico
992,11-Apr-03,9130,1,278.2,Mexico
2282,15-Jan-99,9130,1,304.45,Mexico
2255,31-May-02,9130,1,60.32,Mexico
1182,15-Feb-99,9130,1,157.45,Mexico
2056,15-Feb-99,9130,1,325.45,Mexico
2254,31-May-02,9130,1,60.32,Mexico
671,03-Jun-02,9130,1,892.24,Mexico
687,15-Jan-99,9160,1,445.99,Mexico
599,15-Feb-99,9160,1,753.64,Mexico
1927,31-May-02,9160,1,99.7,Mexico
1926,31-May-02,9160,1,99.7,Mexico
2074,31-May-02,9160,1,335.95,Mexico
683,15-Mar-99,2020,1,788.03,Mexico
713,15-Jan-99,7708,1,160.07,Mexico
1116,15-Feb-99,7708,1,251.95,Mexico
725,15-Jan-99,9410,1,115.45,Mexico
2388,15-Feb-99,9410,1,309.7,Mexico
2045,15-Feb-99,9410,1,409.45,Mexico
2234,15-Feb-99,9410,1,65.57,Mexico
726,15-Jan-99,9410,1,115.45,Mexico
758,15-Jan-99,9410,1,83.95,Mexico
767,15-Jan-99,9410,1,104.95,Mexico
2235,15-Feb-99,9410,1,65.57,Mexico
726,15-Jan-99,8730,1,115.45,Mexico
728,15-Feb-99,8730,1,62.95,Mexico
725,15-Jan-99,8730,1,115.45,Mexico
727,15-Feb-99,8730,1,62.95,Mexico
433,15-Jan-99,2060,1,804.3,Mexico
728,15-Jan-99,8010,1,62.95,Mexico
1990,15-Feb-99,8010,1,257.2,Mexico
727,15-Jan-99,8010,1,62.95,Mexico
1116,15-Jan-99,8010,1,251.95,Mexico
2083,15-Mar-99,8010,1,309.7,Mexico
981,15-Jan-99,2070,1,157.45,Mexico
2235,15-Jan-99,2070,1,65.57,Mexico
740,15-Jan-99,7740,1,170.57,Mexico
739,15-Jan-99,7740,1,170.57,Mexico
2211,15-Jan-99,7740,1,107.57,Mexico
2234,15-Jan-99,7740,1,65.57,Mexico
609,15-Feb-99,7740,1,778.84,Mexico
2284,15-Mar-99,7740,1,293.95,Mexico
757,15-Jan-99,7580,2,167.9,Mexico
1173,15-Feb-99,7580,1,524.95,Mexico
491,15-Feb-99,7580,2,1630.65,Mexico
574,03-Jun-02,7580,1,869.14,Mexico
443,15-Feb-99,7580,1,790.91,Mexico
597,15-Feb-99,7580,1,892.24,Mexico
433,15-Jan-99,7580,1,804.3,Mexico
491,15-Jan-99,7580,2,1630.65,Mexico
767,15-Jan-99,7580,1,104.95,Mexico
1975,15-Jan-99,7580,1,52.45,Mexico
2270,31-May-02,7580,1,314.95,Mexico
2094,15-Feb-99,7580,1,433.07,Mexico
2277,15-Feb-99,7580,1,251.95,Mexico
1185,15-Feb-99,7580,1,419.95,Mexico
426,15-Feb-99,7580,1,795.11,Mexico
533,03-Jun-02,7580,1,524.74,Mexico
676,15-Mar-99,7580,2,1603.88,Mexico
758,15-Jan-99,9400,1,83.95,Mexico
2373,10-Apr-03,9400,1,619.45,Mexico
1920,04-Jun-02,9400,1,262.45,Mexico
2211,15-Jan-99,9400,1,107.57,Mexico
